     time [fs]	           Xi0	       lambda0	      Epot [H]	         T [K]	
  26970.000000	     75.468880	     75.023423	      0.000696	    513.016335	
  26975.000000	     75.468880	     75.051821	      0.000696	    513.016335	
  26980.000000	     75.552626	     75.080580	      0.000699	    607.878261	
  26985.000000	     75.552626	     75.110750	      0.000699	    607.878261	
  26990.000000	     75.634883	     75.139984	      0.000705	    628.930557	
  26995.000000	     75.634883	     75.167246	      0.000705	    628.930557	
  27000.000000	     76.052895	     75.195136	      0.000730	    290.936924	
  27005.000000	     76.052895	     75.221453	      0.000730	    290.936924	
  27010.000000	     76.120819	     75.242735	      0.000728	    333.976308	
  27015.000000	     76.120819	     75.261620	      0.000728	    333.976308	
  27020.000000	     76.191619	     75.281164	      0.000725	    336.407606	
  27025.000000	     76.191619	     75.300486	      0.000725	    336.407606	
  27030.000000	     76.264755	     75.318941	      0.000720	    374.845274	
  27035.000000	     76.264755	     75.338294	      0.000720	    374.845274	
  27040.000000	     76.341569	     75.360417	      0.000715	    369.284737	
  27045.000000	     76.341569	     75.385854	      0.000715	    369.284737	
  27050.000000	     76.797479	     75.413975	      0.000646	    296.664276	
  27055.000000	     76.797479	     75.443623	      0.000646	    296.664276	
  27060.000000	     76.849312	     75.472119	      0.000632	    224.512164	
  27065.000000	     76.849312	     75.500335	      0.000632	    224.512164	
  27070.000000	     76.893824	     75.529757	      0.000616	    160.749632	
  27075.000000	     76.893824	     75.560234	      0.000616	    160.749632	
  27080.000000	     76.936598	     75.590408	      0.000600	    145.811116	
  27085.000000	     76.936598	     75.618664	      0.000600	    145.811116	
  27090.000000	     76.979450	     75.645719	      0.000583	    151.329895	
  27095.000000	     76.979450	     75.672926	      0.000583	    151.329895	
  27100.000000	     77.053692	     75.701715	      0.000532	     16.365816	
  27105.000000	     77.053692	     75.728901	      0.000532	     16.365816	
  27110.000000	     77.056383	     75.751586	      0.000528	      4.359973	
  27115.000000	     77.056383	     75.771640	      0.000528	      4.359973	
  27120.000000	     77.055859	     75.789440	      0.000523	      7.368864	
  27125.000000	     77.055859	     75.807084	      0.000523	      7.368864	
  27130.000000	     77.052311	     75.826929	      0.000516	      6.418404	
  27135.000000	     77.052311	     75.848650	      0.000516	      6.418404	
  27140.000000	     77.048506	     75.873412	      0.000508	     21.704965	
  27145.000000	     77.048506	     75.897682	      0.000508	     21.704965	
  27150.000000	     77.054818	     75.918185	      0.000457	     12.424973	
  27155.000000	     77.054818	     75.935850	      0.000457	     12.424973	
  27160.000000	     77.044559	     75.952822	      0.000450	     19.046966	
  27165.000000	     77.044559	     75.970082	      0.000450	     19.046966	
  27170.000000	     77.032401	     75.987424	      0.000443	     40.674233	
  27175.000000	     77.032401	     76.006747	      0.000443	     40.674233	
  27180.000000	     77.024078	     76.029025	      0.000434	     37.142903	
  27185.000000	     77.024078	     76.054441	      0.000434	     37.142903	
  27190.000000	     77.018564	     76.083679	      0.000425	     40.637393	
  27195.000000	     77.018564	     76.114003	      0.000425	     40.637393	
  27200.000000	     76.946807	     76.142405	      0.000363	     96.301472	
  27205.000000	     76.946807	     76.171544	      0.000363	     96.301472	
  27210.000000	     76.920817	     76.202904	      0.000351	    151.817769	
  27215.000000	     76.920817	     76.234320	      0.000351	    151.817769	
  27220.000000	     76.896672	     76.265494	      0.000340	    189.257733	
  27225.000000	     76.896672	     76.297286	      0.000340	    189.257733	
  27230.000000	     76.871639	     76.327556	      0.000331	    142.669028	
  27235.000000	     76.871639	     76.358956	      0.000331	    142.669028	
  27240.000000	     76.844738	     76.392759	      0.000323	    152.116221	
  27245.000000	     76.844738	     76.428824	      0.000323	    152.116221	
  27250.000000	     76.753558	     76.469835	      0.000289	     46.545979	
  27255.000000	     76.753558	     76.515089	      0.000289	     46.545979	
  27260.000000	     76.749216	     76.562984	      0.000285	     43.707585	
  27265.000000	     76.749216	     76.612589	      0.000285	     43.707585	
  27270.000000	     76.745321	     76.662113	      0.000281	     26.275601	
  27275.000000	     76.745321	     76.710835	      0.000281	     26.275601	
  27280.000000	     76.747230	     76.760436	      0.000276	     30.651037	
  27285.000000	     76.747230	     76.811574	      0.000276	     30.651037	
  27290.000000	     76.755809	     76.860621	      0.000271	     28.617507	
  27295.000000	     76.755809	     76.904614	      0.000271	     28.617507	
  27300.000000	     76.794433	     76.945378	      0.000247	     12.451723	
  27305.000000	     76.794433	     76.985281	      0.000247	     12.451723	
  27310.000000	     76.806224	     77.022495	      0.000243	     16.194500	
  27315.000000	     76.806224	     77.056319	      0.000243	     16.194500	
  27320.000000	     76.821070	     77.089375	      0.000239	     27.063014	
  27325.000000	     76.821070	     77.117193	      0.000239	     27.063014	
  27330.000000	     76.839625	     77.138596	      0.000235	     22.098300	
  27335.000000	     76.839625	     77.153253	      0.000235	     22.098300	
  27340.000000	     76.864904	     77.163859	      0.000229	     53.683676	
  27345.000000	     76.864904	     77.174715	      0.000229	     53.683676	
  27350.000000	     77.029941	     77.185369	      0.000191	    121.525119	
  27355.000000	     77.029941	     77.196399	      0.000191	    121.525119	
  27360.000000	     77.066168	     77.207485	      0.000184	    146.093902	
  27365.000000	     77.066168	     77.215044	      0.000184	    146.093902	
  27370.000000	     77.103501	     77.219217	      0.000178	    151.027965	
  27375.000000	     77.103501	     77.223832	      0.000178	    151.027965	
  27380.000000	     77.146962	     77.226464	      0.000171	    205.263785	
  27385.000000	     77.146962	     77.227596	      0.000171	    205.263785	
  27390.000000	     77.195241	     77.228437	      0.000165	    238.992179	
  27395.000000	     77.195241	     77.228257	      0.000165	    238.992179	
  27400.000000	     77.490920	     77.227958	      0.000135	    196.579300	
  27405.000000	     77.490920	     77.226608	      0.000135	    196.579300	
  27410.000000	     77.542740	     77.226563	      0.000132	    221.140552	
  27415.000000	     77.542740	     77.229504	      0.000132	    221.140552	
  27420.000000	     77.601613	     77.232594	      0.000128	    312.758289	
  27425.000000	     77.601613	     77.238429	      0.000128	    312.758289	
  27430.000000	     77.660232	     77.248957	      0.000125	    320.691312	
  27435.000000	     77.660232	     77.261892	      0.000125	    320.691312	
  27440.000000	     77.714969	     77.278223	      0.000122	    250.769423	
  27445.000000	     77.714969	     77.294963	      0.000122	    250.769423	
  27450.000000	     77.997759	     77.310076	      0.000110	    136.491871	
  27455.000000	     77.997759	     77.327019	      0.000110	    136.491871	
  27460.000000	     78.043872	     77.344974	      0.000109	    141.031944	
  27465.000000	     78.043872	     77.361040	      0.000109	    141.031944	
  27470.000000	     78.092020	     77.377308	      0.000109	    196.807261	
  27475.000000	     78.092020	     77.392997	      0.000109	    196.807261	
  27480.000000	     78.136327	     77.405179	      0.000109	    171.693771	
  27485.000000	     78.136327	     77.416688	      0.000109	    171.693771	
  27490.000000	     78.178887	     77.431002	      0.000110	    164.438042	
  27495.000000	     78.178887	     77.446499	      0.000110	    164.438042	
  27500.000000	     78.411021	     77.462390	      0.000118	     78.643373	
  27505.000000	     78.411021	     77.482972	      0.000118	     78.643373	
  27510.000000	     78.442219	     77.508871	      0.000120	     80.732477	
  27515.000000	     78.442219	     77.534302	      0.000120	     80.732477	
  27520.000000	     78.475265	     77.555745	      0.000121	     78.670907	
  27525.000000	     78.475265	     77.579297	      0.000121	     78.670907	
  27530.000000	     78.508768	     77.607015	      0.000125	    110.532824	
  27535.000000	     78.508768	     77.633379	      0.000125	    110.532824	
  27540.000000	     78.539684	     77.658326	      0.000129	    118.329829	
  27545.000000	     78.539684	     77.683565	      0.000129	    118.329829	
  27550.000000	     78.737451	     77.709100	      0.000148	     80.227248	
  27555.000000	     78.737451	     77.735177	      0.000148	     80.227248	
  27560.000000	     78.767244	     77.762037	      0.000152	     87.362371	
  27565.000000	     78.767244	     77.791972	      0.000152	     87.362371	
  27570.000000	     78.798431	     77.821801	      0.000154	     75.779925	
  27575.000000	     78.798431	     77.847424	      0.000154	     75.779925	
  27580.000000	     78.832707	     77.869329	      0.000155	     77.282168	
  27585.000000	     78.832707	     77.889350	      0.000155	     77.282168	
  27590.000000	     78.871410	     77.914239	      0.000154	     91.563069	
  27595.000000	     78.871410	     77.946044	      0.000154	     91.563069	
  27600.000000	     79.127290	     77.979659	      0.000157	    110.267266	
  27605.000000	     79.127290	     78.014311	      0.000157	    110.267266	
  27610.000000	     79.160752	     78.049978	      0.000158	     75.579741	
  27615.000000	     79.160752	     78.083840	      0.000158	     75.579741	
  27620.000000	     79.193490	     78.118755	      0.000161	     80.145443	
  27625.000000	     79.193490	     78.154559	      0.000161	     80.145443	
  27630.000000	     79.223112	     78.188000	      0.000166	     93.803779	
  27635.000000	     79.223112	     78.220132	      0.000166	     93.803779	
  27640.000000	     79.252811	     78.249310	      0.000171	     64.575183	
  27645.000000	     79.252811	     78.275536	      0.000171	     64.575183	
  27650.000000	     79.467143	     78.300654	      0.000189	    106.534217	
  27655.000000	     79.467143	     78.323653	      0.000189	    106.534217	
  27660.000000	     79.504028	     78.345182	      0.000194	    128.306440	
  27665.000000	     79.504028	     78.370408	      0.000194	    128.306440	
  27670.000000	     79.533642	     78.397886	      0.000199	     86.217421	
  27675.000000	     79.533642	     78.426570	      0.000199	     86.217421	
  27680.000000	     79.559070	     78.456783	      0.000204	     61.449509	
  27685.000000	     79.559070	     78.484374	      0.000204	     61.449509	
  27690.000000	     79.583970	     78.511533	      0.000208	     54.311719	
  27695.000000	     79.583970	     78.542136	      0.000208	     54.311719	
  27700.000000	     79.720630	     78.575170	      0.000238	     31.112961	
  27705.000000	     79.720630	     78.607494	      0.000238	     31.112961	
  27710.000000	     79.733980	     78.638407	      0.000236	     21.268217	
  27715.000000	     79.733980	     78.669132	      0.000236	     21.268217	
  27720.000000	     79.741834	     78.699495	      0.000233	      8.981766	
  27725.000000	     79.741834	     78.732371	      0.000233	      8.981766	
  27730.000000	     79.752473	     78.768532	      0.000230	      5.150998	
  27735.000000	     79.752473	     78.807569	      0.000230	      5.150998	
  27740.000000	     79.767368	     78.848496	      0.000227	     16.426645	
  27745.000000	     79.767368	     78.890813	      0.000227	     16.426645	
  27750.000000	     79.888151	     78.933870	      0.000176	     77.988271	
