     time [fs]	           Xi0	      Epot [H]	         T [K]	
  25600.000000	     88.338338	      0.001731	     69.225141	
  25605.000000	     88.322148	      0.001704	     95.465956	
  25610.000000	     88.311885	      0.001679	     97.909004	
  25615.000000	     88.307012	      0.001658	     67.666595	
  25620.000000	     88.299981	      0.001637	     50.960118	
  25625.000000	     88.287030	      0.001615	     71.969721	
  25630.000000	     88.272496	      0.001591	     73.714308	
  25635.000000	     88.262241	      0.001568	     92.992098	
  25640.000000	     88.252077	      0.001544	     83.983373	
  25645.000000	     88.238941	      0.001521	    100.459898	
  25650.000000	     88.224887	      0.001502	     68.445003	
  25655.000000	     88.210632	      0.001485	     61.940702	
  25660.000000	     88.194970	      0.001471	     39.721234	
  25665.000000	     88.177720	      0.001457	     39.808425	
  25670.000000	     88.160785	      0.001443	     48.637972	
  25675.000000	     88.145805	      0.001431	     32.272596	
  25680.000000	     88.130887	      0.001418	     34.832617	
  25685.000000	     88.117346	      0.001406	     33.868427	
  25690.000000	     88.104819	      0.001392	     33.921784	
  25695.000000	     88.087690	      0.001376	     53.304392	
  25700.000000	     88.068575	      0.001359	     59.469278	
  25705.000000	     88.046191	      0.001341	     66.608115	
  25710.000000	     88.017380	      0.001321	    100.805410	
  25715.000000	     87.987318	      0.001302	    111.556690	
  25720.000000	     87.958073	      0.001285	     95.294072	
  25725.000000	     87.930606	      0.001270	     89.439226	
  25730.000000	     87.908446	      0.001255	     69.212116	
  25735.000000	     87.886698	      0.001239	     55.101506	
  25740.000000	     87.866186	      0.001221	     94.052125	
  25745.000000	     87.850817	      0.001203	    100.085466	
  25750.000000	     87.836425	      0.001186	     97.806255	
  25755.000000	     87.825327	      0.001171	     75.804367	
  25760.000000	     87.818194	      0.001157	     82.931634	
  25765.000000	     87.808222	      0.001142	     81.361602	
  25770.000000	     87.796243	      0.001128	     79.889637	
  25775.000000	     87.789074	      0.001114	     79.430170	
  25780.000000	     87.787255	      0.001099	    114.645813	
  25785.000000	     87.784771	      0.001085	    131.317608	
  25790.000000	     87.779531	      0.001071	    116.028218	
  25795.000000	     87.778026	      0.001058	    132.452594	
  25800.000000	     87.777784	      0.001044	    172.077832	
  25805.000000	     87.775491	      0.001031	    199.820158	
  25810.000000	     87.773736	      0.001018	    201.912672	
  25815.000000	     87.769513	      0.001005	    237.626397	
  25820.000000	     87.758742	      0.000993	    229.508159	
  25825.000000	     87.743094	      0.000981	    221.570652	
  25830.000000	     87.727831	      0.000971	    187.874853	
  25835.000000	     87.714134	      0.000962	    169.262773	
  25840.000000	     87.701908	      0.000954	    242.373225	
  25845.000000	     87.693125	      0.000948	    244.810789	
  25850.000000	     87.684531	      0.000943	    269.498150	
  25855.000000	     87.671784	      0.000938	    232.829594	
  25860.000000	     87.654107	      0.000934	    211.187668	
  25865.000000	     87.634363	      0.000931	    226.593152	
  25870.000000	     87.615060	      0.000929	    224.117627	
  25875.000000	     87.590581	      0.000926	    195.723586	
  25880.000000	     87.557604	      0.000923	    250.805376	
  25885.000000	     87.518930	      0.000920	    314.959412	
  25890.000000	     87.477951	      0.000918	    315.553916	
  25895.000000	     87.439228	      0.000916	    297.998207	
  25900.000000	     87.402683	      0.000916	    221.213647	
  25905.000000	     87.366320	      0.000918	    320.668503	
  25910.000000	     87.327925	      0.000921	    266.832623	
  25915.000000	     87.288375	      0.000924	    311.946468	
  25920.000000	     87.251962	      0.000928	    272.730645	
  25925.000000	     87.212565	      0.000931	    235.864151	
  25930.000000	     87.167558	      0.000932	    255.573899	
  25935.000000	     87.125442	      0.000932	    213.316381	
  25940.000000	     87.090567	      0.000935	    166.261864	
  25945.000000	     87.059983	      0.000939	    146.610408	
  25950.000000	     87.032657	      0.000944	    122.790174	
  25955.000000	     87.012564	      0.000952	    133.193603	
  25960.000000	     87.000419	      0.000961	     92.890152	
  25965.000000	     86.991261	      0.000972	     85.677015	
  25970.000000	     86.982504	      0.000983	     83.115312	
  25975.000000	     86.975692	      0.000992	     81.922644	
  25980.000000	     86.967104	      0.000999	     34.442268	
  25985.000000	     86.950720	      0.001006	     49.447869	
  25990.000000	     86.929710	      0.001011	     69.031744	
  25995.000000	     86.907265	      0.001017	     60.493046	
  26000.000000	     86.881357	      0.001023	     93.292411	
  26005.000000	     86.852850	      0.001027	     98.707121	
  26010.000000	     86.827925	      0.001029	     71.800715	
  26015.000000	     86.808588	      0.001030	     44.064798	
  26020.000000	     86.794671	      0.001031	     28.363528	
  26025.000000	     86.784214	      0.001032	      8.941536	
  26030.000000	     86.771638	      0.001033	     12.512992	
  26035.000000	     86.755325	      0.001034	     17.776842	
  26040.000000	     86.737810	      0.001037	     29.663822	
  26045.000000	     86.718901	      0.001039	     37.600688	
  26050.000000	     86.692994	      0.001035	     31.714417	
  26055.000000	     86.662807	      0.001029	     64.052926	
  26060.000000	     86.635237	      0.001026	     59.286753	
  26065.000000	     86.610164	      0.001025	     47.919071	
  26070.000000	     86.585496	      0.001023	     44.054392	
  26075.000000	     86.562269	      0.001021	     44.215980	
  26080.000000	     86.543973	      0.001019	     31.827726	
  26085.000000	     86.528964	      0.001016	     15.675558	
  26090.000000	     86.515423	      0.001015	     15.368353	
  26095.000000	     86.503152	      0.001014	     11.507983	
  26100.000000	     86.494759	      0.001014	     10.662208	
  26105.000000	     86.492985	      0.001019	      5.435801	
  26110.000000	     86.494567	      0.001026	     11.143982	
  26115.000000	     86.495542	      0.001032	      9.437612	
  26120.000000	     86.496104	      0.001036	      8.897204	
  26125.000000	     86.497571	      0.001038	      2.470250	
